date,open,high,low,close,volume
2006-10-26,437.76001,438.48001,428.0,429.20001,169438.0
2006-10-27,431.28,433.84,426.72,432.0,144238.0
2006-10-30,425.12,426.23999,414.88,415.84,378050.0
2006-10-31,411.51999,418.23999,406.56,416.79999,480038.0
2006-11-01,417.040009,422.56,411.60001,416.95999,424388.0
2006-11-02,413.92001,420.0,410.88,412.0,326988.0
2006-11-03,415.92001,422.0,415.20001,421.44,270463.0
2006-11-06,420.79999,429.92001,420.79999,427.60001,225725.0
2006-11-07,426.95999,427.84,419.60001,420.79999,198375.0
2006-11-08,420.95999,428.0,420.72,427.20001,246100.0
2006-11-09,432.0,436.95999,431.51999,436.0,296200.0
2006-11-10,433.76001,436.0,425.60001,426.39999,244575.0
2006-11-13,421.35999,423.60001,417.60001,418.79999,474788.0
2006-11-14,420.39999,422.79999,416.079987,417.12,191088.0
2006-11-15,418.79999,424.39999,418.079987,420.0,393300.0
2006-11-16,422.88,424.48001,404.0,404.72,576500.0
2006-11-17,403.67999,408.56,402.95999,407.51999,376750.0
2006-11-20,405.12,408.0,402.0,407.76001,227475.0
2006-11-21,410.39999,417.76001,408.32001,415.84,263100.0
2006-11-22,416.16,417.92001,404.64001,410.48001,326288.0
2006-11-24,414.0,416.48001,413.20001,414.39999,129300.0
2006-11-27,413.51999,418.64001,412.79999,418.39999,232600.0
2006-11-28,420.79999,423.76001,418.56,421.67999,228888.0
2006-11-29,425.12,433.44,424.0,433.12,321813.0
2006-11-30,436.16,441.67999,434.88,436.64001,274188.0
2006-12-01,434.39999,441.60001,432.0,440.39999,188250.0
2006-12-04,435.76001,436.32001,429.28,433.60001,279900.0
2006-12-05,436.56,438.32001,427.040009,434.39999,246175.0
2006-12-06,431.51999,436.23999,429.35999,431.12,294638.0
2006-12-07,429.76001,430.95999,426.88,430.88,228725.0
2006-12-08,434.079987,435.35999,427.20001,428.64001,217388.0
2006-12-11,424.0,428.16,421.51999,424.0,220225.0
2006-12-12,424.32001,426.39999,417.20001,420.39999,197150.0
2006-12-13,419.28,424.79999,418.32001,423.040009,203650.0
2006-12-14,427.92001,430.72,426.64001,429.84,192100.0
2006-12-15,431.84,434.39999,427.92001,434.39999,159875.0
