label,timeframe,start,end,years,trades,wins,losses,win_rate,profit_factor,net_profit,net_profit_pct,cagr_pct,max_dd_pct,sharpe,avg_trade_pct,avg_win_pct,avg_loss_pct,tp_exits,sl_exits,long_trades,long_wr,long_pnl,short_trades,short_wr,short_pnl,exposure_pct,avg_bars_held,sep_pct,sl_kind,sl_val,direction
sep 3.0% / ATR 4.0,1w,2012-01-02,2026-09-07,14.68,7,4,3,57.14,1.037,591.25,0.59,0.04,-15.51,0.07,0.8446,41.033,-52.74,5,2,1,0.0,-1.09,6,66.7,592.35,18.25,20.0,3.0,ATR,4.0,both
sep 3.0% / ATR 4.0,1w,2012-01-02,2026-09-07,14.68,6,4,2,66.67,1.037,592.35,0.59,0.04,-15.51,0.08,0.9872,41.033,-79.104,4,2,0,,0.0,6,66.7,592.35,18.12,23.2,3.0,ATR,4.0,short only
sep 0.5% / ATR 4.0,1w,2012-01-02,2026-09-07,14.68,6,4,2,66.67,1.037,592.35,0.59,0.04,-15.51,0.08,0.9872,41.033,-79.104,4,2,0,,0.0,6,66.7,592.35,18.12,23.2,0.5,ATR,4.0,short only
sep 0.5% / ATR 4.0,1w,2012-01-02,2026-09-07,14.68,7,4,3,57.14,1.037,591.25,0.59,0.04,-15.51,0.07,0.8446,41.033,-52.74,5,2,1,0.0,-1.09,6,66.7,592.35,18.25,20.0,0.5,ATR,4.0,both
sep 0.15% / ATR 4.0,1w,2012-01-02,2026-09-07,14.68,6,4,2,66.67,1.037,592.35,0.59,0.04,-15.51,0.08,0.9872,41.033,-79.104,4,2,0,,0.0,6,66.7,592.35,18.12,23.2,0.15,ATR,4.0,short only
sep 0.15% / ATR 4.0,1w,2012-01-02,2026-09-07,14.68,7,4,3,57.14,1.037,591.25,0.59,0.04,-15.51,0.07,0.8446,41.033,-52.74,5,2,1,0.0,-1.09,6,66.7,592.35,18.25,20.0,0.15,ATR,4.0,both
sep 2.0% / ATR 4.0,1w,2012-01-02,2026-09-07,14.68,7,4,3,57.14,1.037,591.25,0.59,0.04,-15.51,0.07,0.8446,41.033,-52.74,5,2,1,0.0,-1.09,6,66.7,592.35,18.25,20.0,2.0,ATR,4.0,both
sep 2.0% / ATR 4.0,1w,2012-01-02,2026-09-07,14.68,6,4,2,66.67,1.037,592.35,0.59,0.04,-15.51,0.08,0.9872,41.033,-79.104,4,2,0,,0.0,6,66.7,592.35,18.12,23.2,2.0,ATR,4.0,short only
sep 0.15% / Percent 0.625,1w,2012-01-02,2026-09-07,14.68,13,0,13,0.0,0.0,-891.86,-0.89,-0.06,-2.51,-0.22,-0.686,,-0.686,1,12,1,0.0,-1.09,12,0.0,-890.77,3.26,1.9,0.15,Percent,0.625,both
sep 0.15% / Percent 0.625,1w,2012-01-02,2026-09-07,14.68,1,0,1,0.0,0.0,-1.09,-0.0,-0.0,-0.0,-0.93,-0.0109,,-0.011,1,0,1,0.0,-1.09,0,,0.0,0.13,1.0,0.15,Percent,0.625,long only
sep 0.5% / Percent 5.0,1w,2012-01-02,2026-09-07,14.68,1,0,1,0.0,0.0,-1.09,-0.0,-0.0,-0.0,-0.93,-0.0109,,-0.011,1,0,1,0.0,-1.09,0,,0.0,0.13,1.0,0.5,Percent,5.0,long only
sep 0.5% / Percent 8.0,1w,2012-01-02,2026-09-07,14.68,1,0,1,0.0,0.0,-1.09,-0.0,-0.0,-0.0,-0.93,-0.0109,,-0.011,1,0,1,0.0,-1.09,0,,0.0,0.13,1.0,0.5,Percent,8.0,long only
sep 0.5% / Percent 1.5,1w,2012-01-02,2026-09-07,14.68,12,0,12,0.0,0.0,-1941.29,-1.94,-0.13,-2.79,-0.46,-1.6177,,-1.618,0,12,0,,0.0,12,0.0,-1941.29,3.26,2.1,0.5,Percent,1.5,short only
sep 0.5% / Percent 3.0,1w,2012-01-02,2026-09-07,14.68,1,0,1,0.0,0.0,-1.09,-0.0,-0.0,-0.0,-0.93,-0.0109,,-0.011,1,0,1,0.0,-1.09,0,,0.0,0.13,1.0,0.5,Percent,3.0,long only
sep 0.5% / 1R to TP,1w,2012-01-02,2026-09-07,14.68,1,0,1,0.0,0.0,-1.09,-0.0,-0.0,-0.0,-0.93,-0.0109,,-0.011,1,0,1,0.0,-1.09,0,,0.0,0.13,1.0,0.5,1R to TP,,long only
sep 0.5% / ATR 1.0,1w,2012-01-02,2026-09-07,14.68,1,0,1,0.0,0.0,-1.09,-0.0,-0.0,-0.0,-0.93,-0.0109,,-0.011,1,0,1,0.0,-1.09,0,,0.0,0.13,1.0,0.5,ATR,1.0,long only
sep 0.5% / Percent 1.5,1w,2012-01-02,2026-09-07,14.68,13,0,13,0.0,0.0,-1942.39,-1.94,-0.13,-2.79,-0.46,-1.4941,,-1.494,1,12,1,0.0,-1.09,12,0.0,-1941.29,3.39,2.0,0.5,Percent,1.5,both
sep 0.5% / Percent 1.5,1w,2012-01-02,2026-09-07,14.68,1,0,1,0.0,0.0,-1.09,-0.0,-0.0,-0.0,-0.93,-0.0109,,-0.011,1,0,1,0.0,-1.09,0,,0.0,0.13,1.0,0.5,Percent,1.5,long only
sep 0.15% / ATR 3.0,1w,2012-01-02,2026-09-07,14.68,1,0,1,0.0,0.0,-1.09,-0.0,-0.0,-0.0,-0.93,-0.0109,,-0.011,1,0,1,0.0,-1.09,0,,0.0,0.13,1.0,0.15,ATR,3.0,long only
sep 0.15% / ATR 2.0,1w,2012-01-02,2026-09-07,14.68,1,0,1,0.0,0.0,-1.09,-0.0,-0.0,-0.0,-0.93,-0.0109,,-0.011,1,0,1,0.0,-1.09,0,,0.0,0.13,1.0,0.15,ATR,2.0,long only
sep 0.15% / ATR 1.0,1w,2012-01-02,2026-09-07,14.68,1,0,1,0.0,0.0,-1.09,-0.0,-0.0,-0.0,-0.93,-0.0109,,-0.011,1,0,1,0.0,-1.09,0,,0.0,0.13,1.0,0.15,ATR,1.0,long only
sep 0.15% / Percent 8.0,1w,2012-01-02,2026-09-07,14.68,1,0,1,0.0,0.0,-1.09,-0.0,-0.0,-0.0,-0.93,-0.0109,,-0.011,1,0,1,0.0,-1.09,0,,0.0,0.13,1.0,0.15,Percent,8.0,long only
sep 0.15% / Percent 3.0,1w,2012-01-02,2026-09-07,14.68,1,0,1,0.0,0.0,-1.09,-0.0,-0.0,-0.0,-0.93,-0.0109,,-0.011,1,0,1,0.0,-1.09,0,,0.0,0.13,1.0,0.15,Percent,3.0,long only
sep 0.15% / 1R to TP,1w,2012-01-02,2026-09-07,14.68,1,0,1,0.0,0.0,-1.09,-0.0,-0.0,-0.0,-0.93,-0.0109,,-0.011,1,0,1,0.0,-1.09,0,,0.0,0.13,1.0,0.15,1R to TP,,long only
sep 0.15% / Percent 5.0,1w,2012-01-02,2026-09-07,14.68,1,0,1,0.0,0.0,-1.09,-0.0,-0.0,-0.0,-0.93,-0.0109,,-0.011,1,0,1,0.0,-1.09,0,,0.0,0.13,1.0,0.15,Percent,5.0,long only
sep 0.15% / ATR 1.5,1w,2012-01-02,2026-09-07,14.68,1,0,1,0.0,0.0,-1.09,-0.0,-0.0,-0.0,-0.93,-0.0109,,-0.011,1,0,1,0.0,-1.09,0,,0.0,0.13,1.0,0.15,ATR,1.5,long only
sep 0.5% / Percent 0.625,1w,2012-01-02,2026-09-07,14.68,1,0,1,0.0,0.0,-1.09,-0.0,-0.0,-0.0,-0.93,-0.0109,,-0.011,1,0,1,0.0,-1.09,0,,0.0,0.13,1.0,0.5,Percent,0.625,long only
sep 0.5% / Percent 0.625,1w,2012-01-02,2026-09-07,14.68,12,0,12,0.0,0.0,-890.77,-0.89,-0.06,-2.51,-0.22,-0.7423,,-0.742,0,12,0,,0.0,12,0.0,-890.77,3.13,2.0,0.5,Percent,0.625,short only
sep 0.15% / ATR 4.0,1w,2012-01-02,2026-09-07,14.68,1,0,1,0.0,0.0,-1.09,-0.0,-0.0,-0.0,-0.93,-0.0109,,-0.011,1,0,1,0.0,-1.09,0,,0.0,0.13,1.0,0.15,ATR,4.0,long only
sep 0.5% / Percent 0.625,1w,2012-01-02,2026-09-07,14.68,13,0,13,0.0,0.0,-891.86,-0.89,-0.06,-2.51,-0.22,-0.686,,-0.686,1,12,1,0.0,-1.09,12,0.0,-890.77,3.26,1.9,0.5,Percent,0.625,both
sep 0.15% / Percent 0.625,1w,2012-01-02,2026-09-07,14.68,12,0,12,0.0,0.0,-890.77,-0.89,-0.06,-2.51,-0.22,-0.7423,,-0.742,0,12,0,,0.0,12,0.0,-890.77,3.13,2.0,0.15,Percent,0.625,short only
sep 0.15% / Percent 1.5,1w,2012-01-02,2026-09-07,14.68,13,0,13,0.0,0.0,-1942.39,-1.94,-0.13,-2.79,-0.46,-1.4941,,-1.494,1,12,1,0.0,-1.09,12,0.0,-1941.29,3.39,2.0,0.15,Percent,1.5,both
sep 0.15% / Percent 1.5,1w,2012-01-02,2026-09-07,14.68,1,0,1,0.0,0.0,-1.09,-0.0,-0.0,-0.0,-0.93,-0.0109,,-0.011,1,0,1,0.0,-1.09,0,,0.0,0.13,1.0,0.15,Percent,1.5,long only
sep 0.15% / Percent 1.5,1w,2012-01-02,2026-09-07,14.68,12,0,12,0.0,0.0,-1941.29,-1.94,-0.13,-2.79,-0.46,-1.6177,,-1.618,0,12,0,,0.0,12,0.0,-1941.29,3.26,2.1,0.15,Percent,1.5,short only
sep 1.0% / Percent 1.5,1w,2012-01-02,2026-09-07,14.68,13,0,13,0.0,0.0,-1942.39,-1.94,-0.13,-2.79,-0.46,-1.4941,,-1.494,1,12,1,0.0,-1.09,12,0.0,-1941.29,3.39,2.0,1.0,Percent,1.5,both
sep 1.0% / Percent 0.625,1w,2012-01-02,2026-09-07,14.68,12,0,12,0.0,0.0,-890.77,-0.89,-0.06,-2.51,-0.22,-0.7423,,-0.742,0,12,0,,0.0,12,0.0,-890.77,3.13,2.0,1.0,Percent,0.625,short only
sep 1.0% / Percent 0.625,1w,2012-01-02,2026-09-07,14.68,1,0,1,0.0,0.0,-1.09,-0.0,-0.0,-0.0,-0.93,-0.0109,,-0.011,1,0,1,0.0,-1.09,0,,0.0,0.13,1.0,1.0,Percent,0.625,long only
sep 1.0% / Percent 0.625,1w,2012-01-02,2026-09-07,14.68,13,0,13,0.0,0.0,-891.86,-0.89,-0.06,-2.51,-0.22,-0.686,,-0.686,1,12,1,0.0,-1.09,12,0.0,-890.77,3.26,1.9,1.0,Percent,0.625,both
sep 0.5% / ATR 4.0,1w,2012-01-02,2026-09-07,14.68,1,0,1,0.0,0.0,-1.09,-0.0,-0.0,-0.0,-0.93,-0.0109,,-0.011,1,0,1,0.0,-1.09,0,,0.0,0.13,1.0,0.5,ATR,4.0,long only
sep 0.5% / ATR 1.5,1w,2012-01-02,2026-09-07,14.68,1,0,1,0.0,0.0,-1.09,-0.0,-0.0,-0.0,-0.93,-0.0109,,-0.011,1,0,1,0.0,-1.09,0,,0.0,0.13,1.0,0.5,ATR,1.5,long only
sep 0.5% / ATR 2.0,1w,2012-01-02,2026-09-07,14.68,1,0,1,0.0,0.0,-1.09,-0.0,-0.0,-0.0,-0.93,-0.0109,,-0.011,1,0,1,0.0,-1.09,0,,0.0,0.13,1.0,0.5,ATR,2.0,long only
sep 0.5% / ATR 3.0,1w,2012-01-02,2026-09-07,14.68,1,0,1,0.0,0.0,-1.09,-0.0,-0.0,-0.0,-0.93,-0.0109,,-0.011,1,0,1,0.0,-1.09,0,,0.0,0.13,1.0,0.5,ATR,3.0,long only
sep 2.0% / Percent 1.5,1w,2012-01-02,2026-09-07,14.68,13,0,13,0.0,0.0,-1942.39,-1.94,-0.13,-2.79,-0.46,-1.4941,,-1.494,1,12,1,0.0,-1.09,12,0.0,-1941.29,3.39,2.0,2.0,Percent,1.5,both
sep 2.0% / Percent 5.0,1w,2012-01-02,2026-09-07,14.68,1,0,1,0.0,0.0,-1.09,-0.0,-0.0,-0.0,-0.93,-0.0109,,-0.011,1,0,1,0.0,-1.09,0,,0.0,0.13,1.0,2.0,Percent,5.0,long only
sep 2.0% / Percent 1.5,1w,2012-01-02,2026-09-07,14.68,1,0,1,0.0,0.0,-1.09,-0.0,-0.0,-0.0,-0.93,-0.0109,,-0.011,1,0,1,0.0,-1.09,0,,0.0,0.13,1.0,2.0,Percent,1.5,long only
sep 2.0% / Percent 1.5,1w,2012-01-02,2026-09-07,14.68,12,0,12,0.0,0.0,-1941.29,-1.94,-0.13,-2.79,-0.46,-1.6177,,-1.618,0,12,0,,0.0,12,0.0,-1941.29,3.26,2.1,2.0,Percent,1.5,short only
sep 2.0% / ATR 1.5,1w,2012-01-02,2026-09-07,14.68,1,0,1,0.0,0.0,-1.09,-0.0,-0.0,-0.0,-0.93,-0.0109,,-0.011,1,0,1,0.0,-1.09,0,,0.0,0.13,1.0,2.0,ATR,1.5,long only
sep 2.0% / ATR 1.0,1w,2012-01-02,2026-09-07,14.68,1,0,1,0.0,0.0,-1.09,-0.0,-0.0,-0.0,-0.93,-0.0109,,-0.011,1,0,1,0.0,-1.09,0,,0.0,0.13,1.0,2.0,ATR,1.0,long only
sep 2.0% / ATR 2.0,1w,2012-01-02,2026-09-07,14.68,1,0,1,0.0,0.0,-1.09,-0.0,-0.0,-0.0,-0.93,-0.0109,,-0.011,1,0,1,0.0,-1.09,0,,0.0,0.13,1.0,2.0,ATR,2.0,long only
sep 2.0% / 1R to TP,1w,2012-01-02,2026-09-07,14.68,1,0,1,0.0,0.0,-1.09,-0.0,-0.0,-0.0,-0.93,-0.0109,,-0.011,1,0,1,0.0,-1.09,0,,0.0,0.13,1.0,2.0,1R to TP,,long only
sep 1.0% / ATR 1.0,1w,2012-01-02,2026-09-07,14.68,1,0,1,0.0,0.0,-1.09,-0.0,-0.0,-0.0,-0.93,-0.0109,,-0.011,1,0,1,0.0,-1.09,0,,0.0,0.13,1.0,1.0,ATR,1.0,long only
sep 1.0% / ATR 1.5,1w,2012-01-02,2026-09-07,14.68,1,0,1,0.0,0.0,-1.09,-0.0,-0.0,-0.0,-0.93,-0.0109,,-0.011,1,0,1,0.0,-1.09,0,,0.0,0.13,1.0,1.0,ATR,1.5,long only
sep 1.0% / Percent 8.0,1w,2012-01-02,2026-09-07,14.68,1,0,1,0.0,0.0,-1.09,-0.0,-0.0,-0.0,-0.93,-0.0109,,-0.011,1,0,1,0.0,-1.09,0,,0.0,0.13,1.0,1.0,Percent,8.0,long only
sep 1.0% / 1R to TP,1w,2012-01-02,2026-09-07,14.68,1,0,1,0.0,0.0,-1.09,-0.0,-0.0,-0.0,-0.93,-0.0109,,-0.011,1,0,1,0.0,-1.09,0,,0.0,0.13,1.0,1.0,1R to TP,,long only
sep 1.0% / Percent 3.0,1w,2012-01-02,2026-09-07,14.68,1,0,1,0.0,0.0,-1.09,-0.0,-0.0,-0.0,-0.93,-0.0109,,-0.011,1,0,1,0.0,-1.09,0,,0.0,0.13,1.0,1.0,Percent,3.0,long only
sep 1.0% / Percent 1.5,1w,2012-01-02,2026-09-07,14.68,12,0,12,0.0,0.0,-1941.29,-1.94,-0.13,-2.79,-0.46,-1.6177,,-1.618,0,12,0,,0.0,12,0.0,-1941.29,3.26,2.1,1.0,Percent,1.5,short only
sep 1.0% / Percent 1.5,1w,2012-01-02,2026-09-07,14.68,1,0,1,0.0,0.0,-1.09,-0.0,-0.0,-0.0,-0.93,-0.0109,,-0.011,1,0,1,0.0,-1.09,0,,0.0,0.13,1.0,1.0,Percent,1.5,long only
sep 1.0% / Percent 5.0,1w,2012-01-02,2026-09-07,14.68,1,0,1,0.0,0.0,-1.09,-0.0,-0.0,-0.0,-0.93,-0.0109,,-0.011,1,0,1,0.0,-1.09,0,,0.0,0.13,1.0,1.0,Percent,5.0,long only
sep 1.0% / ATR 4.0,1w,2012-01-02,2026-09-07,14.68,1,0,1,0.0,0.0,-1.09,-0.0,-0.0,-0.0,-0.93,-0.0109,,-0.011,1,0,1,0.0,-1.09,0,,0.0,0.13,1.0,1.0,ATR,4.0,long only
sep 2.0% / Percent 0.625,1w,2012-01-02,2026-09-07,14.68,13,0,13,0.0,0.0,-891.86,-0.89,-0.06,-2.51,-0.22,-0.686,,-0.686,1,12,1,0.0,-1.09,12,0.0,-890.77,3.26,1.9,2.0,Percent,0.625,both
sep 1.0% / ATR 2.0,1w,2012-01-02,2026-09-07,14.68,1,0,1,0.0,0.0,-1.09,-0.0,-0.0,-0.0,-0.93,-0.0109,,-0.011,1,0,1,0.0,-1.09,0,,0.0,0.13,1.0,1.0,ATR,2.0,long only
sep 1.0% / ATR 3.0,1w,2012-01-02,2026-09-07,14.68,1,0,1,0.0,0.0,-1.09,-0.0,-0.0,-0.0,-0.93,-0.0109,,-0.011,1,0,1,0.0,-1.09,0,,0.0,0.13,1.0,1.0,ATR,3.0,long only
sep 2.0% / Percent 8.0,1w,2012-01-02,2026-09-07,14.68,1,0,1,0.0,0.0,-1.09,-0.0,-0.0,-0.0,-0.93,-0.0109,,-0.011,1,0,1,0.0,-1.09,0,,0.0,0.13,1.0,2.0,Percent,8.0,long only
sep 2.0% / Percent 3.0,1w,2012-01-02,2026-09-07,14.68,1,0,1,0.0,0.0,-1.09,-0.0,-0.0,-0.0,-0.93,-0.0109,,-0.011,1,0,1,0.0,-1.09,0,,0.0,0.13,1.0,2.0,Percent,3.0,long only
sep 2.0% / Percent 0.625,1w,2012-01-02,2026-09-07,14.68,1,0,1,0.0,0.0,-1.09,-0.0,-0.0,-0.0,-0.93,-0.0109,,-0.011,1,0,1,0.0,-1.09,0,,0.0,0.13,1.0,2.0,Percent,0.625,long only
sep 2.0% / Percent 0.625,1w,2012-01-02,2026-09-07,14.68,12,0,12,0.0,0.0,-890.77,-0.89,-0.06,-2.51,-0.22,-0.7423,,-0.742,0,12,0,,0.0,12,0.0,-890.77,3.13,2.0,2.0,Percent,0.625,short only
sep 3.0% / Percent 0.625,1w,2012-01-02,2026-09-07,14.68,1,0,1,0.0,0.0,-1.09,-0.0,-0.0,-0.0,-0.93,-0.0109,,-0.011,1,0,1,0.0,-1.09,0,,0.0,0.13,1.0,3.0,Percent,0.625,long only
sep 3.0% / Percent 0.625,1w,2012-01-02,2026-09-07,14.68,13,0,13,0.0,0.0,-891.86,-0.89,-0.06,-2.51,-0.22,-0.686,,-0.686,1,12,1,0.0,-1.09,12,0.0,-890.77,3.26,1.9,3.0,Percent,0.625,both
sep 2.0% / ATR 4.0,1w,2012-01-02,2026-09-07,14.68,1,0,1,0.0,0.0,-1.09,-0.0,-0.0,-0.0,-0.93,-0.0109,,-0.011,1,0,1,0.0,-1.09,0,,0.0,0.13,1.0,2.0,ATR,4.0,long only
sep 2.0% / ATR 3.0,1w,2012-01-02,2026-09-07,14.68,1,0,1,0.0,0.0,-1.09,-0.0,-0.0,-0.0,-0.93,-0.0109,,-0.011,1,0,1,0.0,-1.09,0,,0.0,0.13,1.0,2.0,ATR,3.0,long only
sep 3.0% / ATR 1.5,1w,2012-01-02,2026-09-07,14.68,1,0,1,0.0,0.0,-1.09,-0.0,-0.0,-0.0,-0.93,-0.0109,,-0.011,1,0,1,0.0,-1.09,0,,0.0,0.13,1.0,3.0,ATR,1.5,long only
sep 3.0% / ATR 1.0,1w,2012-01-02,2026-09-07,14.68,1,0,1,0.0,0.0,-1.09,-0.0,-0.0,-0.0,-0.93,-0.0109,,-0.011,1,0,1,0.0,-1.09,0,,0.0,0.13,1.0,3.0,ATR,1.0,long only
sep 3.0% / ATR 3.0,1w,2012-01-02,2026-09-07,14.68,1,0,1,0.0,0.0,-1.09,-0.0,-0.0,-0.0,-0.93,-0.0109,,-0.011,1,0,1,0.0,-1.09,0,,0.0,0.13,1.0,3.0,ATR,3.0,long only
sep 3.0% / ATR 2.0,1w,2012-01-02,2026-09-07,14.68,1,0,1,0.0,0.0,-1.09,-0.0,-0.0,-0.0,-0.93,-0.0109,,-0.011,1,0,1,0.0,-1.09,0,,0.0,0.13,1.0,3.0,ATR,2.0,long only
sep 3.0% / Percent 3.0,1w,2012-01-02,2026-09-07,14.68,1,0,1,0.0,0.0,-1.09,-0.0,-0.0,-0.0,-0.93,-0.0109,,-0.011,1,0,1,0.0,-1.09,0,,0.0,0.13,1.0,3.0,Percent,3.0,long only
sep 3.0% / Percent 1.5,1w,2012-01-02,2026-09-07,14.68,13,0,13,0.0,0.0,-1942.39,-1.94,-0.13,-2.79,-0.46,-1.4941,,-1.494,1,12,1,0.0,-1.09,12,0.0,-1941.29,3.39,2.0,3.0,Percent,1.5,both
sep 3.0% / Percent 1.5,1w,2012-01-02,2026-09-07,14.68,1,0,1,0.0,0.0,-1.09,-0.0,-0.0,-0.0,-0.93,-0.0109,,-0.011,1,0,1,0.0,-1.09,0,,0.0,0.13,1.0,3.0,Percent,1.5,long only
sep 3.0% / Percent 1.5,1w,2012-01-02,2026-09-07,14.68,12,0,12,0.0,0.0,-1941.29,-1.94,-0.13,-2.79,-0.46,-1.6177,,-1.618,0,12,0,,0.0,12,0.0,-1941.29,3.26,2.1,3.0,Percent,1.5,short only
sep 3.0% / Percent 0.625,1w,2012-01-02,2026-09-07,14.68,12,0,12,0.0,0.0,-890.77,-0.89,-0.06,-2.51,-0.22,-0.7423,,-0.742,0,12,0,,0.0,12,0.0,-890.77,3.13,2.0,3.0,Percent,0.625,short only
sep 3.0% / Percent 5.0,1w,2012-01-02,2026-09-07,14.68,1,0,1,0.0,0.0,-1.09,-0.0,-0.0,-0.0,-0.93,-0.0109,,-0.011,1,0,1,0.0,-1.09,0,,0.0,0.13,1.0,3.0,Percent,5.0,long only
sep 3.0% / Percent 8.0,1w,2012-01-02,2026-09-07,14.68,1,0,1,0.0,0.0,-1.09,-0.0,-0.0,-0.0,-0.93,-0.0109,,-0.011,1,0,1,0.0,-1.09,0,,0.0,0.13,1.0,3.0,Percent,8.0,long only
sep 3.0% / 1R to TP,1w,2012-01-02,2026-09-07,14.68,1,0,1,0.0,0.0,-1.09,-0.0,-0.0,-0.0,-0.93,-0.0109,,-0.011,1,0,1,0.0,-1.09,0,,0.0,0.13,1.0,3.0,1R to TP,,long only
sep 5.0% / Percent 0.625,1w,2012-01-02,2026-09-07,14.68,13,0,13,0.0,0.0,-891.86,-0.89,-0.06,-2.51,-0.22,-0.686,,-0.686,1,12,1,0.0,-1.09,12,0.0,-890.77,3.26,1.9,5.0,Percent,0.625,both
sep 3.0% / ATR 4.0,1w,2012-01-02,2026-09-07,14.68,1,0,1,0.0,0.0,-1.09,-0.0,-0.0,-0.0,-0.93,-0.0109,,-0.011,1,0,1,0.0,-1.09,0,,0.0,0.13,1.0,3.0,ATR,4.0,long only
sep 5.0% / 1R to TP,1w,2012-01-02,2026-09-07,14.68,1,0,1,0.0,0.0,-1.09,-0.0,-0.0,-0.0,-0.93,-0.0109,,-0.011,1,0,1,0.0,-1.09,0,,0.0,0.13,1.0,5.0,1R to TP,,long only
sep 5.0% / Percent 0.625,1w,2012-01-02,2026-09-07,14.68,12,0,12,0.0,0.0,-890.77,-0.89,-0.06,-2.51,-0.22,-0.7423,,-0.742,0,12,0,,0.0,12,0.0,-890.77,3.13,2.0,5.0,Percent,0.625,short only
sep 5.0% / Percent 1.5,1w,2012-01-02,2026-09-07,14.68,1,0,1,0.0,0.0,-1.09,-0.0,-0.0,-0.0,-0.93,-0.0109,,-0.011,1,0,1,0.0,-1.09,0,,0.0,0.13,1.0,5.0,Percent,1.5,long only
sep 5.0% / Percent 1.5,1w,2012-01-02,2026-09-07,14.68,13,0,13,0.0,0.0,-1942.39,-1.94,-0.13,-2.79,-0.46,-1.4941,,-1.494,1,12,1,0.0,-1.09,12,0.0,-1941.29,3.39,2.0,5.0,Percent,1.5,both
sep 5.0% / Percent 1.5,1w,2012-01-02,2026-09-07,14.68,12,0,12,0.0,0.0,-1941.29,-1.94,-0.13,-2.79,-0.46,-1.6177,,-1.618,0,12,0,,0.0,12,0.0,-1941.29,3.26,2.1,5.0,Percent,1.5,short only
sep 5.0% / Percent 3.0,1w,2012-01-02,2026-09-07,14.68,1,0,1,0.0,0.0,-1.09,-0.0,-0.0,-0.0,-0.93,-0.0109,,-0.011,1,0,1,0.0,-1.09,0,,0.0,0.13,1.0,5.0,Percent,3.0,long only
sep 5.0% / Percent 0.625,1w,2012-01-02,2026-09-07,14.68,1,0,1,0.0,0.0,-1.09,-0.0,-0.0,-0.0,-0.93,-0.0109,,-0.011,1,0,1,0.0,-1.09,0,,0.0,0.13,1.0,5.0,Percent,0.625,long only
sep 5.0% / Percent 8.0,1w,2012-01-02,2026-09-07,14.68,1,0,1,0.0,0.0,-1.09,-0.0,-0.0,-0.0,-0.93,-0.0109,,-0.011,1,0,1,0.0,-1.09,0,,0.0,0.13,1.0,5.0,Percent,8.0,long only
sep 5.0% / Percent 5.0,1w,2012-01-02,2026-09-07,14.68,1,0,1,0.0,0.0,-1.09,-0.0,-0.0,-0.0,-0.93,-0.0109,,-0.011,1,0,1,0.0,-1.09,0,,0.0,0.13,1.0,5.0,Percent,5.0,long only
sep 5.0% / ATR 1.0,1w,2012-01-02,2026-09-07,14.68,1,0,1,0.0,0.0,-1.09,-0.0,-0.0,-0.0,-0.93,-0.0109,,-0.011,1,0,1,0.0,-1.09,0,,0.0,0.13,1.0,5.0,ATR,1.0,long only
sep 5.0% / ATR 1.5,1w,2012-01-02,2026-09-07,14.68,1,0,1,0.0,0.0,-1.09,-0.0,-0.0,-0.0,-0.93,-0.0109,,-0.011,1,0,1,0.0,-1.09,0,,0.0,0.13,1.0,5.0,ATR,1.5,long only
sep 5.0% / ATR 2.0,1w,2012-01-02,2026-09-07,14.68,1,0,1,0.0,0.0,-1.09,-0.0,-0.0,-0.0,-0.93,-0.0109,,-0.011,1,0,1,0.0,-1.09,0,,0.0,0.13,1.0,5.0,ATR,2.0,long only
sep 5.0% / ATR 3.0,1w,2012-01-02,2026-09-07,14.68,1,0,1,0.0,0.0,-1.09,-0.0,-0.0,-0.0,-0.93,-0.0109,,-0.011,1,0,1,0.0,-1.09,0,,0.0,0.13,1.0,5.0,ATR,3.0,long only
sep 5.0% / ATR 4.0,1w,2012-01-02,2026-09-07,14.68,1,0,1,0.0,0.0,-1.09,-0.0,-0.0,-0.0,-0.93,-0.0109,,-0.011,1,0,1,0.0,-1.09,0,,0.0,0.13,1.0,5.0,ATR,4.0,long only
